作曲家,乐曲编码,链接,版权
Debussy,Préludes (2eme Livre)-| Prélude VII - (... La terrasse des audience du clair de lune),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_7_%28c%29galimberti.mid, Dario Galimberti
Debussy,Préludes (2eme Livre)-| Prélude VIII - (... Ondine),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_8_%28c%29galimberti.mid, Dario Galimberti
Debussy,Préludes (2eme Livre)-| Prélude IX - (... Hommage à S.Pickwick Esq. P.P.M.P.C),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_9_%28c%29galimberti.mid, Dario Galimberti
Debussy,Préludes (2eme Livre)-| Prélude X - (... Canope),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_10_%28c%29galimberti.mid, Dario Galimberti
Debussy,Préludes (2eme Livre)-| Prélude XI - (... Les tierces alternées),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_11_%28c%29galimberti.mid, Dario Galimberti
Debussy,Préludes (2eme Livre)-| Prélude XII - (... Feux d'artifice),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_12_%28c%29galimberti.mid, Dario Galimberti
Debussy,Préludes (2eme Livre)-| Prélude I - (... Brouillards),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_1_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude II - (... Feuilles mortes),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_2_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude III - (... La puerta del vino),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_3_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude IV - (... Les fées sont d'exquises danseuses),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_4_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude V - (... Bruyères),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_5_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude VI - (... General Lavine- eccentric -),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_6_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude VII - (... La terrasse des audience du clair de lune),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_7_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude VIII - (... Ondine),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_8_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude IX - (... Hommage à S.Pickwick Esq. P.P.M.P.C),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_9_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude X - (... Canope),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_10_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude XI - (... Les tierces alternées),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_11_%28c%29dery.mid, Jeruen E. Dery
Debussy,Préludes (2eme Livre)-| Prélude XII - (... Feux d'artifice),https://kunstderfuge.com/-/mid.files/debussy/preludes_2_12_%28c%29dery.mid, Jeruen E. Dery
Debussy,-| Clair de lune from the Suite bergamasque,https://kunstderfuge.com/-/mid.files/rolls/classical-i/debussy_52305a_clair_de_lune_%28nc%29smythe.mid,Unknown
Debussy,Suite bergamasque-| 1. Prélude,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_1_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Suite bergamasque-| 2. Menuet,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_2_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Suite bergamasque-| 3. Clair de lune,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_3_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Suite bergamasque-| 4. Passepied,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_4_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Suite bergamasque-| 1. Prélude,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_1_%28c%29galimberti.mid, Dario Galimberti
Debussy,Suite bergamasque-| 2. Menuet,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_2_%28c%29galimberti.mid, Dario Galimberti
Debussy,Suite bergamasque-| 3. Clair de lune,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_3_%28c%29galimberti.mid, Dario Galimberti
Debussy,Suite bergamasque-| 4. Passepied,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_4_%28c%29galimberti.mid, Dario Galimberti
Debussy,Suite bergamasque-| 1. Prélude,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_1_%28c%29dery.mid, Jeruen E. Dery
Debussy,Suite bergamasque-| 2. Menuet,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_2_%28c%29dery.mid, Jeruen E. Dery
Debussy,Suite bergamasque-| 3. Clair de lune,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_3_%28c%29dery.mid, Jeruen E. Dery
Debussy,Suite bergamasque-| 4. Passepied,https://kunstderfuge.com/-/mid.files/debussy/suite_bergamasque_4_%28c%29dery.mid, Jeruen E. Dery
Debussy,Pour le piano-| 1. Prelude,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_1_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Pour le piano-| 2. Sarabande,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_2_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Pour le piano-| 3. Toccata,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_3_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Pour le piano-| 1. Prelude,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_1_%28c%29dery.mid, Jeruen E. Dery
Debussy,Pour le piano-| 2. Sarabande,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_2_%28c%29dery.mid, Jeruen E. Dery
Debussy,Pour le piano-| 3. Toccata,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_3_%28c%29dery.mid, Jeruen E. Dery
Debussy,Pour le piano-| 1. Prelude,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_1_bachovich.mid, 
Debussy,Pour le piano-| 2. Sarabande,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_2_bachovich.mid, 
Debussy,Pour le piano-| 3. Toccata,https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_3_bachovich.mid, 
Debussy,"Pour le piano(, II)-| 1. L'isle joyeuse",https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_1b_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,"Pour le piano(, II)-| 2. Masque",https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_2b_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,"Pour le piano(, II)-| 3. La plus que lente",https://kunstderfuge.com/-/mid.files/debussy/pour_le_piano_3b_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Little pieces-| 1. Ballade,https://kunstderfuge.com/-/mid.files/debussy/little_pieces_1_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Little pieces-| 2. Nocturne,https://kunstderfuge.com/-/mid.files/debussy/little_pieces_2_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Little pieces-| 3. Reverie,https://kunstderfuge.com/-/mid.files/debussy/little_pieces_3_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,Little pieces-| 4. Dance,https://kunstderfuge.com/-/mid.files/debussy/little_pieces_4_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,-| D'un Cahier d'Esquisses (1903),https://kunstderfuge.com/-/mid.files/debussy/d-un_cahier_d-esquisses_%28c%29lefeldt.mid, Thomas Lefeldt
Debussy,"-| La plus que lente, Valse pour piano (1910)",https://kunstderfuge.com/-/mid.files/debussy/la_plus_que_lente_%28c%29lefeldt.mid, Thomas Lefeldt
Debussy,-| Le Petit Negre,https://kunstderfuge.com/-/mid.files/debussy/petit_negre_%28c%29yogore.mid, Segundo G. Yogore
Debussy,-| Reverie,https://kunstderfuge.com/-/mid.files/debussy/reverie_%28c%29galimberti.mid, Dario Galimberti
Debussy,La Mer (1905)-| 1. De l'aube a midi sur la mer,https://kunstderfuge.com/-/mid.files/23/debussy_la_mer_1_rev_%28c%29yogore.mid, Segundo G. Yogore
Debussy,La Mer (1905)-| 2. Jeux de vagues,https://kunstderfuge.com/-/mid.files/23/debussy_la_mer_2_%28c%29yogore.mid, Segundo G. Yogore
Debussy,La Mer (1905)-| 3. Dialogue du vent et de la mer,https://kunstderfuge.com/-/mid.files/23/debussy_la_mer_3_%28c%29yogore.mid, Segundo G. Yogore
Debussy,"Petite Suite, for piano 4-hands-| 1. En Bateau",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_1_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,"Petite Suite, for piano 4-hands-| 2. Cortege",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_2_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,"Petite Suite, for piano 4-hands-| 3. Menuet",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_3_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,"Petite Suite, for piano 4-hands-| 4. Ballet",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_4_%28c%29oguri.mid, Katsuhiro Oguri
Debussy,"Petite Suite, for piano 4-hands-| 1. En Bateau",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_1_%28c%29yogore.mid, Segundo G. Yogore
Debussy,"Petite Suite, for piano 4-hands-| 2. Cortege",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_2_%28c%29yogore.mid, Segundo G. Yogore
Debussy,"Petite Suite, for piano 4-hands-| 3. Menuet",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_3_%28c%29yogore.mid, Segundo G. Yogore
Debussy,"Petite Suite, for piano 4-hands-| 4. Ballet",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_4_%28c%29yogore.mid, Segundo G. Yogore
Debussy,"Petite Suite, for piano 4-hands-| 1. En Bateau",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_1_%28c%29gray.mid, Emily Gray
Debussy,"Petite Suite, for piano 4-hands-| 2. Cortege",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_2_%28c%29gray.mid, Emily Gray
Debussy,"Petite Suite, for piano 4-hands-| 3. Menuet",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_3_%28c%29gray.mid, Emily Gray
Debussy,"Petite Suite, for piano 4-hands-| 4. Ballet",https://kunstderfuge.com/-/mid.files/debussy/petite_suite_4_%28c%29gray.mid, Emily Gray
Debussy,-| Marche écossaise sur un thème populaire pour piano à quatre mains (1891),https://kunstderfuge.com/-/mid.files/debussy/marche_ecossaise_piano-4hands_%28c%29lefeldt.mid, Thomas Lefeldt
Debussy,Nocturnes for 2 pianos-| 1. Nuages,https://kunstderfuge.com/-/mid.files/25/debussy-ravel_nocturnes_1_nuages_%28c%29yogore.mid, Segundo G. Yogore
Debussy,Nocturnes for 2 pianos-| 2. Fetes,https://kunstderfuge.com/-/mid.files/25/debussy-ravel_nocturnes_2_fetes_%28c%29yogore.mid, Segundo G. Yogore
Debussy,Nocturnes for 2 pianos-| 3. Sirenes,https://kunstderfuge.com/-/mid.files/25/debussy-ravel_nocturnes_3_sirenes_%28c%29yogore.mid, Segundo G. Yogore
Debussy,"-| De l'aube a midi sur la mer, from La Mer (I part), for piano 4-hands",https://kunstderfuge.com/-/mid.files/debussy/la_mer_1_%28c%29yogore.mid, Segundo G. Yogore
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 1. Unquiet thoughts",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_1_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 2. Who ever thinks or hopes of love for love",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_2_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 3. My thoughts are wingd",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_3_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 4. If my complaints could passions move",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_4_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 5. Can she excuse my wrongs",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_5_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 6. Now o now I needs must part",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_6_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 7. Dear, if you change",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_7_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 8. Burst forth my tears",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_8_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 9. Go crystal tears",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_9_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 10. Thinkst thou then by thy feigning",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_10_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 11. Come away, come sweet love",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_11_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 12. Rest a while you cruel cares",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_12_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 13. Sleep wayward thoughts",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_13_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 14. All ye whom love or fortune hath betrayd",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_14_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 15. Wilt thou unkind thus reave me",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_15_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 16. Would my conceit that first enforcd my woe",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_16_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 17. Come again: Sweet love doth now invite",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_17_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 18. His golden locks time hath to silver turnd",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_18_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 19. Awake sweet love thou art returnd",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_19_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 20. Come heavy sleep",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_20_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"First Booke of Songes or Ayres, for choir SATB [cantus, altus, tenor and bassus] (1597)-| 21. Away with these self-loving lads",https://kunstderfuge.com/-/mid.files/2/downland_songes_or_ayres_i-book_21_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 1. Lachrimae Antiquae",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_1_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 2. Lachrimae Antiquae Novae",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_2_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 3. Lachrimae Gementes",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_3_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 4. Lachrimae Tristes",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_4_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 5. Lachrimae Coactae",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_5_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 6. Lachrimae Amantis",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_6_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 7. Lachrimae Verae",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_7_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 8. Semper Dowland semper dolens",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_8_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 9. Sir Henry Umptons Funerall",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_9_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 10. Mr. John Langtons Pavan",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_10_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 11. The King of Denmarks Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_11_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 12. The Earle of Essex Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_12_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 13. Sir John Souch his Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_13_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 14. M. Henry Noel his Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_14_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 15. M. Giles Hobies his Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_15_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 16. M. Nicholas Gryffith his Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_16_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 17. M. Thomas Collier his Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_17_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 18. Captaine Digorie Piper his Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_18_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 19. M. Buctons Galiard",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_19_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 20. Mistresse Nichols Almand",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_20_%28c%29icking-archive.mid, Ulrich Alpers
Dowland,"Lachrymae, or Seven Teares Figured in Seven Passionate Pavans, with divers other Pavans, Galliards & Almands, for choir SATBB [cantus, altus, tenor, quintus and bassus] (1617)-| 21. M. George Whitehead his Almand",https://kunstderfuge.com/-/mid.files/2/downland_lachrymae_21_%28c%29icking-archive.mid, Ulrich Alpers
Dupré,Symphonie Passion for organ-| 1. Le Monde dans lattente du Sauveur,https://kunstderfuge.com/-/mid.files/dupre_symphonie_passion_1_%28c%29livingston.mid, Ken Livingston
Dupré,Symphonie Passion for organ-| 2. Nativite,https://kunstderfuge.com/-/mid.files/dupre_symphonie_passion_2_%28c%29livingston.mid, Ken Livingston
Dupré,Symphonie Passion for organ-| 3. Crucifixion,https://kunstderfuge.com/-/mid.files/dupre_symphonie_passion_3_%28c%29livingston.mid, Ken Livingston
Dupré,Symphonie Passion for organ-| 4. Resurrection,https://kunstderfuge.com/-/mid.files/dupre_symphonie_passion_4_%28c%29livingston.mid, Ken Livingston
Dupré,"Antiphons [15] for organ, Op. 18-| 1.",https://kunstderfuge.com/-/mid.files/dupre_antiphons_18_1_%28c%29livingston.mid, Ken Livingston
Dupré,"Antiphons [15] for organ, Op. 18-| 2.",https://kunstderfuge.com/-/mid.files/dupre_antiphons_18_2_%28c%29livingston.mid, Ken Livingston
Dupré,"Antiphons [15] for organ, Op. 18-| 3.",https://kunstderfuge.com/-/mid.files/dupre_antiphons_18_3_%28c%29livingston.mid, Ken Livingston
Dupré,"Antiphons [15] for organ, Op. 18-| 4.",https://kunstderfuge.com/-/mid.files/dupre_antiphons_18_4_%28c%29livingston.mid, Ken Livingston
Dupré,"Preludes and Fugues for organ, Op. 7 (1912)-| 1a. Prelude in B flat major",https://kunstderfuge.com/-/mid.files/dupre_prelude_and_fugue_7_1a_%28winitzki%29.mid, Serge Winitzki
Dupré,"Preludes and Fugues for organ, Op. 7 (1912)-| 2a. Prelude in f minor",https://kunstderfuge.com/-/mid.files/dupre_prelude_and_fugue_7_2a_%28winitzki%29.mid, Serge Winitzki
Dupré,"Preludes and Fugues for organ, Op. 7 (1912)-| 3a. Prelude in g minor",https://kunstderfuge.com/-/mid.files/dupre_prelude_and_fugue_7_3a_%28winitzki%29.mid, Serge Winitzki
Dupré,-| Symphony for organ in g minor,https://kunstderfuge.com/-/mid.files/dupre_symphonie_g_%28c%29vanzetten.mid, Ralph van Zetten
Dupré,-| Variations sur un Noel,https://kunstderfuge.com/-/mid.files/dupre_variations_sur_le_noe_%28c%29livingston.mid, Ken Livingston
Dupré,-| Cortege et Litanie,https://kunstderfuge.com/-/mid.files/dupre_cortege_et_litanie_%28c%29livingston.mid, Ken Livingston
Dussek,"Concerto No. 1 in E-flat major, Op. 3, Craw 33 (1787)-| 1. Allegro maestoso",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_3_1_%28c%29iscenko.mid, Michael Iscenko
Dussek,"Concerto No. 1 in E-flat major, Op. 3, Craw 33 (1787)-| 2. Andantino",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_3_2_%28c%29iscenko.mid, Michael Iscenko
Dussek,"Concerto No. 1 in E-flat major, Op. 3, Craw 33 (1787)-| 3. Rondo: Allegro",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_3_3_%28c%29iscenko.mid, Michael Iscenko
Dussek,"Concerto No. 2 in F major, Op. 14, Craw 77 (1791)-| 1. Allegro",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_14_1_%28c%29iscenko.mid, Michael Iscenko
Dussek,"Concerto No. 2 in F major, Op. 14, Craw 77 (1791)-| 2. Adagio",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_14_2_%28c%29iscenko.mid, Michael Iscenko
Dussek,"Concerto No. 2 in F major, Op. 14, Craw 77 (1791)-| 3. Rondo: Allegro moderato",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_14_3_%28c%29iscenko.mid, Michael Iscenko
Dussek,"Concerto No. 4 in F major, Op. 17, Craw 78 (1792)-| 1. Allegro vivace",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_17_1_%28c%29iscenko.mid, Michael Iscenko
Dussek,"Concerto No. 4 in F major, Op. 17, Craw 78 (1792)-| 2. Larghetto piu tosto 			adagio",https://kunstderfuge.com/-/mid.files/35/dussek_concerto_17_2_%28c%29iscenko.mid, Michael Iscenko
